;id;extractedDecision;sumOfMoney
3251;140580;"Sąd zważył, co następuje:Powództwo jako niezasadne podlegało oddaleniu.Przepis art. 24 § 1 kc stanowi, że ten, czyje dobro osobiste zostaje zagrożone cudzym działaniem, może żądać zaniechania tego działania chyba, że nie jest ono bezprawne. W razie dokonanego naruszenia może on także żądać, ażeby osoba, która dopuściła się naruszenia, dopełniła czynności potrzebnych do usunięcia jego skutków, w szczególności ażeby złożyła oświadczenie odpowiedniej treści i w odpowiedniej formie. Na zasadach przewidzianych w kodeksie może on również żądać zadośćuczynienia pieniężnego lub zapłaty odpowiedniej sumy pieniężnej na wskazany cel społeczny § 2. Jeżeli wskutek naruszenia dobra osobistego została wyrządzona szkoda majątkowa, poszkodowany może żądać jej naprawienia na zasadach ogólnych. Zgodnie z art. 43 k.c. przepisy o ochronie dóbr osobistych osób fizycznych stosuje się odpowiednio do osób prawnych.W oparciu o ogólną regułę rozkładu ciężaru dowodu to na powodzie spoczywał obowiązek wykazania, że na skutek działania pozwanej zostały naruszone jego dobra osobiste i jakie to są dobra. W przypadku ustalenia, że taka sytuacja miała miejsce, w art. 24 § 1 k.c. ustanowiono domniemanie prawne, w myśl którego naruszenie (zagrożenie) dobra osobistego jest bezprawne (tzw. domniemanie bezprawności). Konsekwencją tego domniemania jest przesunięcie ciężaru udowodnienia braku bezprawności na osobę, która dopuściła się naruszenia dobra osobistego (art. 6 k.c.).W ocenie powódki oskarżając szkołę o mobbing pozwana chciała wymóc na dyrektorze podjęcie decyzji przywracającą pozwaną do pracy. Forma w postaci oskarżeń o niedocenianie, pomijanie przed zwierzchnikami w ocenie powódki było niewłaściwe. Powódka przyznała, iż jakkolwiek powódka miała prawo pisać skargi to jednak forma pism użyte w nich sformułowania żądania i skarg, spowodowało to naruszenie dobre imię szkoły, nauczycieli i dyrektora szkoły i docierały bowiem od powódki sygnały od rodziców, powódka słyszała komentarze na zebraniach dyrektorów typu „co się dzieje w Twojej szkole” kontekst tych pytań odbierała jako pytanie o nieprawidłowości w placówce.Pozwana przyznała, iż pisała pisma do Departamentu (...) Urzędu Miejskiego, organizacji związkowej pisała pisma szukając ratunku, przyznała iż było to dla niej przykre że musiała szukać tam ratunku ostatecznie poszła do Sądu. Wskazała, iż przez pół roku dało się rozmawiać z dyrektorem potem była ignorowana więc zaczęła pisać do dyrektora pisma. Zaprzeczyła aby nie posiadała kwalifikacji odpowiednich dla nauczyciela wczesnoszkolnego, wskazała, iż skończyła kurs oligofreno, pedagogikę opiekuńczo wychowawczą została ambasadorem edukacyjnego projektu unijnego. Dla szkoły miał to znaczenie że uczniowie poszerzali swoje umiejętności informatyczne. Pozwana uczestniczyła w nawiązywaniu kontaktów z uczniami z innych krajów z czego zdawała sprawozdania dyrekcji. Została wybrana na ambasadora eTwinninga przez biuro w W.. W tym czasie została przekwalifikowała się nauczyciela wspomagającego, zdała kursy doskonalące język niemiecki.Dowodami w niniejszej sprawie były przede wszystkim dokumenty w postaci skarg złożonych przez pozwaną i dopowiedzi uzyskiwane od instytucji (k. 110-113, 120, 121-123, 124, 125, 128, 129, 130, 131133, 134-135) dokumenty przedstawiające przebieg pracy pozwanej i jej starania w zakresie odzyskania stanowiska nauczyciela wczesnoszkolnego (k.21-28, 30-65, 117-119, 126, 127, 136, 137), dokumenty z akt postępowania przed Sądem Pracy (k. 176-187, 195-198, 206-211) zadana ze stron nie kwestionowała wiarygodności tych dowodów w związku z czym zostały one uznane przez sąd za wiarygodny materiał dowodowy.Jako wiarygodne Sąd ocenił również zeznania przesłuchanych w sprawie świadków. W. J. (k. 200v), B. R. (k. 200v-201), M. G. (k. 201-202), K. P. (k. 201v), E. M. (k. 201v). zeznania wskazanych świadków charakteryzowały się spontanicznością wypowiedzi i jako spójne wewnętrznie i logicznie korespondowały z pozostałym materiałem dowodowym zebranym w sprawie.Stanowisko powódki łączące wnoszenie przez pozwaną skarg i pozwów do Sądu, które zostały w następstwie ich rozpoznania oddalane, okazało się niezasadne. Łączenie bowiem naruszenia dóbr osobistych z możliwości realizacji uprawnień obywatelskich do wnoszenia skarg petycji i prawa do Sądu stanowi nadinterpretację. Prawo do sądu zostało zagwarantowane obywatelom w Konstytucji w art. 45. Jest to także bardzo istotne prawo jednostki, która może dochodzić swych praw przed ""właściwym, niezależnym, bezstronnym i niezawisłym sądem"". Przepis art., 77 ust. 2 Konstytucji Rzeczypospolitej Polskiej stanowi natomiast ustawa nie może nikomu zamykać drogi sądowej dochodzenia naruszonych wolności lub praw. Przepis art. 63 Konstytucji przyznaje natomiast każdemu obywatelowi prawo składania petycje, wnioski i skargi w interesie publicznym, własnym lub innej osoby za jej zgodą do organów władzy publicznej oraz do organizacji i instytucji społecznych w związku z wykonywanymi przez nie zadaniami zleconymi z zakresu administracji publicznej. W trybie przewidzianym przez odpowiednie ustawy.Warto zwrócić również uwagę na przepis art. 225. Kpa stanowiący, iż nikt nie może być narażony na jakikolwiek uszczerbek lub zarzut z powodu złożenia skargi lub wniosku albo z powodu dostarczenia materiału do publikacji o znamionach skargi lub wniosku, jeżeli działał w granicach prawem dozwolonych oraz jego § 2. Stwierdzający, iż organy państwowe, organy jednostek samorządu terytorialnego i inne organy samorządowe oraz organy organizacji społecznych są obowiązane przeciwdziałać hamowaniu krytyki i innym działaniom ograniczającym prawo do składania skarg i wniosków lub dostarczania informacji - do publikacji - o znamionach skargi lub wniosku.Postępowanie dowodowe wykazało, iż pozwana skierowała pisma zawierające wątpliwości, jakie miała, co do zakresu prawidłowości postępowania dyrektora szkoły wobec niej, do trzech instytucji: organizacji związkowej Związku (...), Prezydenta Miasta jako organu założycielskiego oraz wystąpiła z pozwem o mobbing do Sądu Pracy. Były to zatem, instytucje jak najbardziej właściwe do weryfikacji wątpliwości pozwanej i ich rozstrzygnięcia. Nie można tej formy działań uznać za niewłaściwą jedynie z powodu nie podzielania stanowiska pozwanej.Postępowanie dowodowe wskazywało również, iż pozwana czuła się pomijana i niedoceniana poprzez nieuwzględnianie jej starań w zakresie powrotu do nauczania wczesnoszkolnego, na co wskazywał nie tylko sama pozwana, ale również świadek M. G. (k. 201), E. M. (k. 201), jak również treść wnoszonych przez powódkę skarg i pozew o mobbing. Postępowanie dowodowe nie wykazało, aby do pracy pozwanej były jakiekolwiek zarzuty, które uniemożliwiały przywrócenie jej do pracy na stanowisku którego się domagała. Zeznająca w charakterze strony J. G. podkreślała, iż nie powierzyła pozwanej stanowiska, o które wnosiła z uwagi na na nie posiadanie przez pozwaną aktualnych kursów z zakresie pedagogiki wczesnoszkolnej, jednak podała, iż nie informowała pozwanej o tym, iż zrobienie dodatkowych kursów może mieć wpływ na sytuację zawodową pozwanej. W subiektywnym odczuciu pozwanej doznawała ona krzywdy ze strony pracodawcy co utożsamiała z mobbingiem. Poszukiwała zatem pomocy i rozwiązania problemu i był to jedyny motyw działania pozwanej. Nie przyświecały jej inne cele. Nie działała ze złośliwości, chęci zaszkodzenia komukolwiek. Analiza składanych przez pozwaną skarg nie wskazuje, aby charakter działań pozwanej, użytych sformułowań skierowany był przeciwko pracodawcy w celu zaszkodzenia mu. Pozwana przedstawiała swoją sytuację, nie ulega wątpliwości, że w sposób subiektywny , interpretując działania i zdarzenia jej dotyczące przez pryzmat niemożliwości odzyskania stanowiska nauczyciela wczesnoszkolnego, wybrała jednak do tego drogę służbową i przewidzianą prawnie. Wbrew twierdzeniom powoda nie informowała o swoich zarzutach osób postronnych, na co wskazywała w swych zeznaniach świadek K. P. (k. 201v), publicznie lecz organy, które mogły wpłynąć na jej sytuację zawodową.Zeznający w sprawie świadkowie W. J. (k. 200v), B. R. (k. 200v-201), M. G. (k. 201-202) do których trafiały skargi powódki wskazywali, iż odbierali jej jako rzeczowe zarzuty merytorycznie. Zawierały one przedstawienie stanowiska pozwanej, jej odczuć, z prośbą o sprawdzenie prawidłowości działania. Przesłuchani w sprawie świadkowie wskazywali, iż powódka nikogo nie chciała w nich obrazić, a jedynie rzeczowo wskazywała swoją sytuację. Fakt, iż stanowisko pozwanej było rozbieżne ze stanowiskiem powódki nie może przesądzać o uznaniu niezasadności wnoszących pism, o której miały przesądzić instytucje do których zwracała się pozwana. Nie można bowiem -jak wskazywała to strona powodowa- umożliwić obywatelom wnoszenia skarg jedynie wówczas, kiedy mają one jakiekolwiek obiektywne podstawy. Pozwana działała bowiem w przekonaniu zasadności. Nadto jak wskazują stanowiska świadków W. J. (k. 200v), B. R. (k. 200v-201), M. G. (k. 201-202) miała ku temu powody. Była bowiem cenionym nauczycielem, zaangażowanym w pracę na rzecz szkoły w projekty unijne, odznaczonym, który nie mógł uzyskać przywrócenia do pracy na stanowisku nauczyciela wczesnoszkolnego. Działania przez nią podejmowane jako zgodne z porządkiem prawnym nie mogły doprowadzić do naruszenia jakichkolwiek dóbr osobistych powoda. Powód nie wykazał faktu naruszenia dóbr osobistych w żadnym stopniu. Przesłuchana w charakterze strony J. G. (k. 201v) przyznała, iż nie poniosła żadnych konsekwencji w związku ze skargami pozwanej, zaś świadek W. J. wskazywał, iż dyrektor wygrała powtórnie konkurs kontynuując pracę dyrektora. Gdyby faktycznie działania pozwanej wpływały na postrzeganie powoda jako jednostki naruszającej prawa pracownicze i to w okresie kadencji J. G. z pewnością nie zostałaby ona wybrana na to stanowisko ponownie. J. G.(k. 201v-202) przyznała, iż szczególnie osobiście czuła się dotknięta skargami pozwanej, nauczycie czuli się dotknięcie podejrzeniami, że na polecenie dyrektora izolują pozwaną. Pozew dotyczył jednak naruszenia dóbr osobistych szkoły.O ile w przypadku osób fizycznych można analizować czy trzeba brać pod uwagę subiektywne czy obiektywne kryteria naruszenia dóbr, to w przypadku osób prawnych decydujące, ale zarazem jedyne znaczenie mają obiektywne kryteria naruszenia dóbr osobistych. Osoby prawne nie mogą odczuwać, tak jak ludzie, wyrządzonej im krzywdy i, co trzeba mocno zaakcentować, wykluczone jest uwzględnianie w tym względzie ujemnych odczuć osób tworzących substrat osobowy osoby prawnej. Świadomość własnej wartości czy szacunek dla samego siebie wymaga zdolności do subiektywnego postrzegania swojego istnienia. Takie odczucia w zasadzie nie mogą znaleźć zastosowania w przypadku osoby prawnej. Ochrona dóbr osób prawnych obejmuje w zasadzie dobra związane z jej funkcjonowaniem i zapewniające jej niezakłócone działanie, a w szczególności takie jak jej nazwa, znak towarowy, opinia handlowa. Ponadto ochrona dóbr osobistych osób prawnych zależy jedynie od obiektywnie stwierdzonego faktu naruszenia jej dóbr osobistych działaniem bezprawnym. (por. wyrok Sądu Apelacyjnego w Warszawie VI ACa 1199 z 20 grudnia 2012r., LEX nr 1312116).Reasumując należy stwierdzić, iż brak jest podstaw do uznania, iż działania pozwanej w jakikolwiek sposób naruszyły dobro osobiste powoda a nawet przy hipotetycznym założeniu , iż mogło mieć to miejsce pozwana zdołała obalić domniemanie bezprawności działania wskazując, iż korzystał z przysługujących jej uprawnień. Zwracając się z problemami zawodowymi wystąpiła do instytucji i organizacji kompetentnych do rozstrzygnięcia tego typu sporów. Nawet niepodzielenie przez przedmiotowe instytucje punktu widzenia pozwanej nie przemawiał za niewłaściwością podjętych przez pozwaną kroków.Mając na uwadze powyższe na mocy art. 23 kc w zw. z art. 43 orzeczono jak na wstępie";0
3252;140706;I. Zasądza od powoda H. N. na rzecz pozwanej Wspólnoty Mieszkaniowej przy ul. (...) w B;0
3253;140707;I. Zasądza od powoda na rzecz pozwanego kwotę 3;0
3254;140709;I. Odstępuje od obciążania stron nieuiszczonymi kosztami sądowymi od których powód był zwolniony;0
3255;140710;I. Odstępuje od obciążania stron nieuiszczonymi kosztami sądowymi od których powód był zwolniony;0
3256;140712;I. Odstępuje od obciążania powodów kosztami sądowymi w całości;0
3257;140713;I;0
3258;140714;I. zasądza od pozwanego na rzecz powódki kwotę 775 złotych tytułem zwrotu części poniesionych kosztów sądowychIV. zasądza od powódki na rzecz pozwanego kwotę1447 złotych tytułem zwrotu części kosztów zastępstwa procesowegoV;775.0
3259;140717;I;0
3260;140948;I. Zasądza od powoda na rzecz Skarbu Państwa Prokuratorii Generalnej Skarbu Państwa kwotę 3600 (trzy tysiące sześćset) złotych tytułem kosztów zastępstwa procesowego;
3261;141514;II. Zasądza od pozwanego na rzecz powoda kwotę 7;0
3262;141515;I;0
3263;141873;"I. Nakazuje zwrócić powodowi ze Skarbu Państwa - Sądu Okręgowego w Białymstoku 1200,95 złotych;IV. Wzajemnie znosi między stronami koszty zastępstwa procesowego";0
3264;143025;I. Zasądza od powódki W. P.na rzecz pozwanego G. S. kwotę 377 złotych tytułem zwrotu kosztów zastępstwa procesowego;377.0
3265;143034;I. zasądza od pozwanej M. A. na rzecz powoda M. P. kwotę 8.917 złotych tytułem zwrotu kosztów procesu, w tym 3.617 złotych tytułem zwrotu kosztów zastępstwa procesowegoIV. nakazuje pobrać od pozwanej na rzecz Skarbu Państwa (kasa Sądu Okręgowego w Białymstoku) kwotę 3;8917.0
3266;126427;I. Zasądza od pozwanego na rzecz powódki kwotę 3617 złotych tytułem zwrotu kosztów zastępstwa procesowegoIV. Nakazuje pobrać od pozwanego na rzecz Skarbu Państwa Sądu Okręgowego w Białymstoku kwotę 6;3617.0
3267;126441;I. zasądza od pozwanego na rzecz powoda kwotę 7.617 zł tytułem zwrotu kosztów procesu, w tym 3;7617.0
3268;143276;I. zasądza od pozwanych T. R. (1), W. K. i Z. K. solidarnie na rzecz powoda (...) Spółka z ograniczoną odpowiedzialnością w N. kwotę 5.793, 43 (pięć tysięcy siedemset dziewięćdziesiąt trzy 43) złote z ustawowymi odsetkami w wysokości 13 % od dnia 29 kwietnia 2013 roku do dnia zapłaty oraz należne odsetki ustawowe w wysokości 13% od kwoty 53;
3269;143278;I. Nakazuje wypłacić ze Skarbu Państwa – Sądu Okręgowego w Białymstoku na rzecz adwokat E. S. kwotę 7.200 zł plus należny podatek VAT tytułem nieopłaconej pomocy prawnej udzielonej z urzędu;7200.0
3270;143279;I. Nakazuje wypłacić ze Skarbu Państwa – Sądu Okręgowego w Białymstoku na rzecz adwokat A. D. kwotę 2.760 złotych plus należny podatek VAT tytułem nieopłaconej pomocy prawnej udzielonej z urzędu;2760.0
3271;20821;"II. dalej idące powództwo oddala;III. zasądza od strony powodowej na rzecz strony pozwanej kwotę 3.061,69 zł tytułem zwrotu kosztów postępowania";3061.69
3272;26482;I. zasądza od pozwanego na rzecz Skarbu Państwa Sądu Rejonowego dla Wrocławia-Śródmieścia kwotę 1.739,40 zł tytułem kosztów sądowych, których powódka nie miała obowiązku uiścić. akt;1739.4
3273;26481;I. nie obciąża powoda kosztami procesu na rzecz strony pozwanej;0
3274;126447;I. nakazuje wypłacić ze Skarbu Państwa Sądu Okręgowego w Białymstoku na rzecz adwokata H. M;0
3275;143282;"I. Nakazuje pobrać od pozwanego na rzecz Skarbu Państwa kwotę 3518,18 zł (trzy tysiące pięćset osiemnaście złotych osiemnaście groszy) złotych tytułem nieuiszczonych kosztów sądowych;IV. Zasądza od pozwanego na rzecz powódki kwotę 7117zł (siedem tysięcy sto siedemnaście ) tytułem zwrotu kosztów procesu";
3276;137375;"I. Odstępuje od obciążania stron brakującą opłatą od pozwu;IV. Znosi wzajemnie pomiędzy stronami pozostałe koszty procesu";0
3277;26480;I. zasądza od strony pozwanej na rzecz powoda kwotę 30 zł tytułem zwrotu kosztów postępowania;30.0
3278;143285;I. Nakazuje pobrać od powodów na rzecz Skarbu Państwa – Sądu Okręgowego w Białymstoku kwotę 2.183,98 złotych (dwa tysiące sto osiemdziesiąt trzy złote dziewięćdziesiąt osiem groszy) tytułem nieuiszczonej części opłat od pozwu;2183.98
3279;143286;I. Odstępuje od obciążania powoda nieuiszczonymi kosztami procesu;0
3280;143287;"VI. Oddala powództwo w pozostałym zakresie;VII. Zasądza od pozwanego na rzecz powoda kwotę 4.774,12 (cztery tysiące siedemset siedemdziesiąt cztery złote 12) złotych tytułem zwroty kosztów procesu;VIII. Nakazuje pobrać od powoda z zasądzonego roszczenia na rzecz Skarbu Państwa kwotę 3.421,05(trzy tysiące czterysta dwadzieścia jeden 5)zaś od pozwanego na rzecz Skarbu Państwa kwotę 7.269,73 (siedem tysięcy dwieście sześćdziesiąt dziewięć złotych 73) złotych tytułem brakującej części wydatków";
3281;143465;I. Nakazuje wypłacić ze Skarbu Państwa Sądu Okręgowego w Białymstoku na rzecz adwokata P. S. kwotę 3;0
3282;143578;I. M. na rzecz pozwanej Z. U. kwotę 3 617 złotych tytułem kosztów zastępstwa procesowego;3617.0
3283;143579;"I. Nakazuje pobrać od pozwanego na rzecz Skarbu Państwa – Sądu Okręgowego w Białymstoku kwotę 5.111,45 zł tytułem części nieuiszczonych kosztów sądowych od których powód był zwolniony;IV. Zasądza od powoda na rzecz pozwanego kwotę 2.352,76 zł tytułem zwrotu kosztów zastępstwa procesowego.V. Odstępuje od obciążania powoda nieuiszczonymi kosztami sądowymi w przypadającej na niego części";7464.21
3284;143582;I. Znosi wzajemnie między stronami koszty zastępstwa procesowego;0
3285;20822;"Dowód: akta szkody nr (...)– płyta CD k. 21 i k.61-113 - indywidualny certyfikat uczestnictwa nr (...) - ogólne warunki grupowego (...) (indeks GZ 10)- tabela oceny procentowego trwałego uszczerbku na zdrowiu wskutek nieszczęśliwego wypadku Do dnia dzisiejszego powódka odczuwa bóle kręgosłupa w odcinku szyjnym oraz bóle głowy. Przed wypadkiem była osobą zdrową. Powódka co pół roku powtarza zabiegi rehabilitacyjne, które łagodzą dolegliwości bólowe.Dowód: zaświadczenie o zabiegach fizjoterapeutycznych w lutym 2012r. k. 146przesłuchanie powódki k. 139-140; Sąd zważył, co następuje:Powództwo zasługiwało na uwzględnienie w stosunku do strony pozwanej Towarzystwu (...) S.A., a w stosunku do (...) S.A. podlegało oddaleniu.Z treści dokumentów przedłożonych przez strony, w szczególności akt szkody wynika, że pozwanej (...) S.A., nie łączyła z powódką żadna umowa ubezpieczenia, powódka nie miała jakiegokolwiek wymagalnego roszczenia w stosunku do tego podmiotu. Powódka przyznała, że wniosła pozew omyłkowo przeciwko temu podmiotowi, sugerując się drukiem jakim się on posługiwał. Brak jest więc legitymacji procesowej biernej po stronie tego pozwanego, co skutkowało oddaleniem przeciwko niemu powództwa, o czym orzeczono w pkt. II wyroku;Niewątpliwym jest, iż materialno – prawnej podstawy żądania pozwu od drugiego z pozwanych należy upatrywać w brzmieniu art. 805 § 1 k.c., po myśli którego przez umowę ubezpieczenia ubezpieczyciel zobowiązuje się, w zakresie działalności swego przedsiębiorstwa, spełnić określone świadczenie w razie zajścia przewidzianego w umowie wypadku, a ubezpieczający zobowiązuje się zapłacić składkę. Przy ubezpieczeniu osobowym, świadczenie zakładu ubezpieczeń polega, zaś w szczególności na zapłacie umówionej sumy pieniężnej, renty lub innego świadczenia w razie zajścia przewidzianego w umowie wypadku w życiu osoby ubezpieczonej (§ 2 pkt 2).Powyższa ustawowa definicja umowy ubezpieczenia zwłaszcza ubezpieczenia osobowego, z którą to formą bez wątpienia mamy do czynienia w niniejszej sprawie pozwala wyłonić dwustronne zobowiązania stron umowy a mianowicie po stronie ubezpieczonego względnie ubezpieczającego bezwarunkowy obowiązek uiszczenia składki, zaś po stronie ubezpieczyciela obowiązek wypłaty świadczenia, uzależniony od zajścia przewidzianego umową zdarzenia losowego. Tym samym stwierdzić należy, iż obowiązek świadczenia ubezpieczyciela powstaje dopiero z chwilą ujawnienia się zdarzenia przewidzianego umową stron.Poczynione przez Sąd ustalenia faktyczne – oparte w tym zakresie na okolicznościach bezspornych - pozwalały ustalić, iż powódka podlegała grupowemu ubezpieczeniu w Towarzystwie (...) S.A., a nadto, iż strona pozwana przyznała i wypłaciła jej odszkodowanie z tytułu czteroprocentowego uszczerbku na zdrowiu w związku z zaistniałym wypadkiem w kwocie 1.296zł.Dla powstania po stronie pozwanej obowiązku świadczenia, konieczne było zaistnienie zdarzenia, którego konsekwencją było powstanie trwałego uszczerbku na zdrowiu, będącego jego normalnym następstwem w rozumieniu art. 361 § 1 k.c., zaś wysokość świadczenia determinuje procentowe określenie tegoż uszczerbku. W tym zakresie decydujące znacznie ma treść wiążącej strony umowy, z której wynikało, że stawka odszkodowania za 1% trwałego uszczerbku na zdrowiu wynosi 324 zł.Strona pozwana nie kwestionowała swojej odpowiedzialności za skutki zdarzenia z 11.04.2010r. Za podstawę ustalenia wielkości trwałego uszczerbku na zdrowiu powódki, Sąd przyjął natomiast dowody z dokumentacji medycznej oraz akt Sądu Pracy i Ubezpieczeń Społecznych, a w szczególności treści zawartej w nich opinii biegłych sądowych oraz uzasadnienia zapadłego w tej sprawie orzeczenia. Strona pozwana zarzucała, że sposób wyliczenia uszczerbku przez biegłych w sprawie ubezpieczeniowej, był niezgodny z wyliczeniem ubezpieczyciela i ze stawkami wskazanymi w jego tabelach, co wpływa na ocenę wiarygodności tego dokumentu prywatnego.Zdaniem Sądu, dowodowi temu nie sposób odmówić wiarygodności. Co prawda opinia o stopniu uszczerbku sporządzona została w innej sprawie i z innego tytułu, ale z tytułu tego samego zdarzenia i dotyczyła tych samych urazów powódki. Co więcej, stopień uszczerbku na zdrowiu ustalony przez biegłych sądowych na podstawie rozporządzenia mieści się w procentowych granicach ustalonych w tabeli pozwanego, nie narusza więc postanowień umownych. W przedmiotowej sprawie brak jakichkolwiek podstaw uzasadniających podważenie jej wartości dowodowej, wskazał na to też Sąd Okręgowy w uzasadnieniu orzeczenia w sprawie II Ca 1050, dotyczącego podobnego stanu faktycznego.Mając na uwadze powyższe, Sąd uznał, iż ustalony przez pozwane towarzystwo ubezpieczeń 4% uszczerbek na zdrowiu powódki w związku z wypadkiem został znacznie zaniżony, stąd, za zasadne uznać należało żądanie powódki zasądzenia od strony pozwanej kwoty 1.944 zł, za kolejne 6 % uszczerbku, przy stawce 324 zł za 1 % uszczerbku wynikającej z umowy.Co do zasady termin do spełnienia świadczenia przez zakład ubezpieczeń (tj. zapłacenia odszkodowania - art. 805 § 2 pkt 1 k.c.), wynosi trzydzieści dni licząc od daty otrzymania zawiadomienia o wypadku (zob. art. 817 § 1 k.c.). Jednakże, gdy wyjaśnienie w powyższym terminie okoliczności koniecznych do ustalenia odpowiedzialności ubezpieczyciela albo wysokości świadczenia okaże się niemożliwe, świadczenie powinno zostać spełnione w ciągu 14 dni od dnia, w którym przy zachowaniu należytej staranności wyjaśnienie tych okoliczności było możliwe (art. 817 § 2 k.c.).W przypadku powódki, ustalenie wysokości odszkodowania w związku z koniecznością ustalenia uszczerbku na zdrowiu w terminie 30 dni od otrzymania zawiadomienia o wypadku nie było możliwe. Strona pozwana pozostawała więc w opóźnieniu od dnia 08.12.2010r. (data wypłaty odszkodowania), bowiem wówczas zajęła stanowisko do żądania powódki. Stąd, za datę początkową biegu terminu odsetek, należało przyjąć dzień 08.12.2010r., oddalając powództwo w pozostałym zakresie, o czym orzeczono w pkt. I i II wyroku.O kosztach procesu, w pkt. III wyroku, orzeczono na podstawie art. 98 k.p.c. Powódkę, która przegrała w całości sprawę w stosunku do pozwanego T.U. i R. (...) S.A. w W., należało obciążyć w całości kosztami procesu w stosunku do tej strony. Powódka wskazywała na wprowadzenie jej w błąd przez tego pozwanego, poprzez użycie przez niego w odpowiedzi na wezwanie do zapłaty ogólnego druku dla ubezpieczyciela. Z jego treści wynika jednak, że prawidłowa nazwa podmiotu jest w nim określona drobniejszym drukiem w końcowej części, wraz ze wskazaniem adresu tego podmiotu. Dane ubezpieczyciela wskazane są też wprost w treści polisy i jej załączników. Przy dochowaniu należytej staranności powódka była więc w stanie ustalić prawidłowo legitymowany podmiot w niniejszej sprawie";
